name,description,website
Perceptum,"Perceptum es una empresa con base en Valdivia (Región De Los Ríos) dedicada al desarrollo e integración de sistemas de información para empresas privadas y organismos públicos.Nuestro componente tecnológico principal es la Web. Desarrollamos e integramos software de tamaños y aplicaciones diversas; productivo, de gestión, científico y de entretenimiento.Nuestros clientes y proyectos mayoritariamente están en las zonas sur y austral de Chile y en Santiago.Somos un equipo que busca trabajar disfrutando lo que hacemos.",http://www.perceptum.cl
ROBLES IT,None,https://www.roblesit.com/
Creasys,None,http://www.creasys.cl/
Machine Labs,None,https://machine-labs.co.uk/
Autentia,Autentia es la principal empresa de servicios tecnológicos orientados a biometría y gestión documental en Latinoamérica. Provee la plataforma tecnológica para la verificación de identidad en línea y firma de documentos.Llevamos más de 10 años trabajando para facilitar y agilizar la identificación de identidad y firma de documentos web y móvil. Hoy conectamos diariamente a más de 13 millones de chilenos.Serás el responsable del desarrollo y mantención de aplicaciones asociadas a nuestra plataforma de firma de documentos.,http://www.autentia.cl
Broota Spa,None,http://www.broota.com
Brandigital,None,http://www.brandigital.com/
Nando,None,www.fernandosilanes.com
Winemaking Control,None,http://www.winemakingcontrol.com
Aditiva S.A. Sucursal del Perú,None,www.aditiva.com
Soho Chile,None,http://www.soho.cl
Rialis Software,"Somos una empresa desarrolladora de software y plataformas a la medida, enfocada en realizar productos de todo tipo de diseño web y aplicaciones móviles.Trabajamos con metodologías ágiles como parte sustancial de cada proyecto. Nos apasiona mejorar la productividad y aliviar los flujos de trabajo; tomar las mejores decisiones para seguir avanzando en cada meta; y organizar al equipo completo de especialistas con tareas específicas, brindando al mismo tiempo, la flexibilidad con los clientes en las diferentes etapas del proyecto.La pasión, el compromiso y talento, son los factores clave que hacen de Rialis una empresa moderna, que más allá de pensar en el producto, pensamos en la satisfacción del cliente.El espíritu de la empresa es nuestro equipo de ingenieros. Altamente capacitados y con una basta experiencia en el desarrollo de plataformas tecnológicas. Adaptados a cumplir nuevos desafíos y comprometidos fijamente con el propósito de Rialis.",https://www.rialis.cl
WXCODE LATAM,None,https://www.wxcode.org/
Delpa Group,None,http://www.delpagroup.com/
CRS Group,"Empresa considerada como compañía Boutique de TI. En el corazón de Wit esta nuestra área de desarrollo, donde nuestros miembros están enfocados en entregar calidad, llevando una constante evolución de nuestros procesos para el desarrollo de software, que nos llevan a dar el mejor servicio a nuestro clientes.El estudio constante y adopción de altos estándares es nuestra receta, para dar día tras día, soluciones robustas. A su vez, la experiencia en desarrollo e integración de sistemas nos entrega la tranquilidad de brindar el mejor resultado a nuestros clientes.• Desarrollo a medida• Estrategias de Ejecución• Integración de factorías SW• Herramientas de desarrollo de Negocios. También desarrollan y crean aplicaciones y sitios web móviles, buscando nuevas herramientas que nos permitan entregar un producto de alta calidad. Tenemos experiencia desarrollando en lenguaje nativo tanto para iOS como para Android.",http://www
Hey Foodie,"¿Deseas afrontar un nuevo desafío, demostrar tu talento y crecer profesionalmente en conjunto a una empresa que promueve el desarrollo? Somos un grupo joven y ambicioso, comprometidos con el crecimiento de la mano de todos nuestros colaboradores, apoyando las nuevas ideas y reconociendo los logros. Para nosotros no existen las barreras, nuestra misión y gran desafío es expandirnos cada vez más y a grandes escalas. ",https://www.heyfoodie.cl/
Fivana,"En FIVANA (EX Factor Click) estamos revolucionado el mercado fintech nacional y queremos ser totalmente disruptivos en nuevas maneras de apoyar a las pymes de Chile y Latinoamérica. Si exacto, nuestros planes son ir por México, Colombia y Perú. Ya ayudamos a más de 5000 clientes y estamos triplicando nuestra operación. Somos fanáticos de Amazon Web Services, así que si eres de los nuestro entonces este es tu lugar.Creemos profundamente que la tecnología es el camino y estamos buscando personas que realmente sean tan apasionadas como nosotros por crear soluciones tecnológicas que den un valor a muchas empresas que muy mal lo están pasando por el Covid. ¿Te sumas ?",https://www.fivana.com/
ilógica,"¿Se llaman Ilógica?Sí, somos Ilógica, una consultora y agencia digital con más de 10 años de experiencia, con oficinas y equipo en Santiago de Chile y Medellín, Colombia.Hay dos cosas que nos mueven más que cualquier otra:Ayudar a nuestros clientes a entender a sus propios clientes para que ambos tengan la mejor experiencia y resultados.Hacer lo que nos gusta, con gente que nos ayuda a crecer, en un ambiente de confianza, respeto personal y profesionalismo.Apoyamos a nuestros clientes como partners estratégicos, ayudándolos a definir su visión del negocio, tomar decisiones y ejecutar iniciativas digitales. Trabajamos con clientes para toda América Latina, en desafíos que nos motivan y hacen crecer.Cuidamos nuestro ambiente de trabajo y la vida de los ilógicos: los viernes partimos la mañana con un desayuno con todo el equipo y charlas de temas libres. Y como la vida después del trabajo es fundamental, tenemos horarios de trabajo reducidos y flexibles.",https://www.ilogica.cl
Rindegastos,En Rindegastos tenemos un solo objetivo: eliminar el engorroso proceso de rendición de gastos tradicional y cambiarlo por un proceso 100% digital -automático- en donde nuestro usuario pueda invertir su tiempo en tareas que realmente generen valor. Contamos con más de 6 años en el mercado y ya son más de 100.000 usuarios en diversos países de Latinoamérica.,https://www.rindegastos.com
Opinando Online,None,https://www.opinandoonline.com/
Cognox,None,http://www.cognox.com.co/
Cuidamelo,None,https://www.cuidamelo.cl/
MetLife,"MetLife is seeking a Director – Cloud Architecture to join its regional team focused on insurance application design and implementation. The Director- Cloud Architect is responsible for managing the planning, development, specification and communication of an architecture program and associated resources delivering conceptual and solution designs across the LatAm systems portfolio.",http://www.metlife.com
Enlace Fiscal,None,https://www.enlacefiscal.com
ProactiveOffice.com,"Nos gusta el Software útil de calidad y el Rock,  hace 18 años a programamos aplicaciones web propias sobre Cloud Computing para ofrecer Software as a Service, con el fin de ""facilitarle al mundo la forma en que realizan su trabajo"", Somos una empresa parte de la red de Endeavor.org , creadores de una suite de aplicaciones para la Gestión de Iniciativas, Proyectos, Contratos y Procesos, estamos consolidados en importantes industrias y paises pero vamos por más.Amamos la tecnología, nuestros proyectos de desarrollo se basan principalmente en nuestro Roadmap y en requerimientos de clientes, los founders son reconocidos innovadores, nuestro joven equipo al que te invitamos se desenvuelve en un grato ambiente colaborativo, casi familiar, en una casona de providencia, sin congestión, frente a un gimnasio municipal con bicicletas compartidas, y beneficios.Crecemos sostenidamente como empresa hace 10 años proporcionando estabilidad y escalabilidad laboral valorando ante todo a las personas.",http://www.proactiveoffice.com
Cardumen Latam,"Sobre Cardumen:Cardumen Latam es una de las agencias más importantes de Latinoamérica. Somos más de 150 especialistas en estrategia, tecnología, ecommerce, diseño, comunicación, publicidad y ciencias sociales.Contamos con una amplia cartera de clientes y estamos presentes en la mayoría de los sectores industriales, consolidando un camino construido a través de más de 11 años de historia.",http://www.cardumen.cl
I-GO SPA,"Los que trabajamos en I-GO (autodenominados “GO’s”) tenemos un sueño … ser reconocidos como una empresa de Innovación tecnológica de clase Mundial. Poder competir de “igual a igual” con empresas de países desarrollados y sentirnos orgullosos de la tecnología “Made in Chile” que seamos capaces de generar, especialmente en Minería. (Mira nuestro vídeo si quieres saber que nos mueve https://bit.ly/2XeFDlh ). ",http://www.igo.cl
INGENIERIA SOLEM  S.A.,"Somos una compañía de tecnología dedicada a acompañar a las empresas en el camino de potenciar su productividad y mejorar su rentabilidad a través de la incorporación de tecnología y soluciones de ingeniería innovadoras (diseñamos y construimos software, integramos sofware, electrónica y la combinación de todos ellos). Tenemos 25 exitosos años en el mercado, oficinas en Chile-Colombia-Panamá, sirviendo a compañías de las industrias del retail, banca, servicios, gobierno y salud.",http://www.solem.cl
Europa Press Chile Limitada,"Nuestra agencia se dedica principalmente a proyectos del área científica y de la salud. Generamos web, apps, soluciones, RA+ e innovaciones para médicos y pacientes. El equipo del área digital está compuesto por periodistas, diseñadores, desarrolladores y el director del área. Aproximadamente somos 5 personas en el Área Digital, tenemos un trato directo, vamos avanzando según cada proyecto con cartas gantt, existe un buen ambiente de equipo.",http://www.europapress.cl
Soleit.app,None,http://soleit.app
Continuum,"En Continuum somos un equipo diverso de consultores apasionados, con mentalidad de experimentación y hambre de romper paradigmas. Ayudamos a empresas líderes a sacudir el status quo y a tomarse en serio la innovación, la tecnología y el diseño. Las acompañamos a transformarse, a crear soluciones significativas para las personas y a impactar en resultados de negocios y desafíos relacionados a la banca, salud y futuro del trabajo.El equipo Aprendizaje y Futuro del trabajo está creciendo, y tú nos ayudarás a llevar nuestra vertical al siguiente nivel, capturando nuevos clientes y partners en la región y orquestando la resolución de sus problemas de negocio a través de la innovación y tecnología. ",http://www.continuumhq.com
ConoSurIT,None,https://conosurit.com/
Simple Moviles SPA,"Somos una empresa de telefonía móvil (OMV) que cree en la libertad, transparencia y cobros justos.Buscamos hacer las cosas de manera diferente, ofreciendo una propuesta de valor ética y atractiva.Somos un start-up 100% chileno, con una cultura de trabajo enfocada al cliente y a simplificar los procesos y la forma de trabajar. Tenemos presencia en Chile y Perú, por lo que los roles del cargo se aplican para ambos mercados.",http://www.simplemoviles.cl
Yellow Pepper,None,http://yellowpepper.com/
FRESCO,None,http://grupofresco.com/
Imast Perú,None,http://imastperu.com/
El Sótano,None,http://elsotano.com.co/
SPARTA,None,http://www.sparta.cl
escobarte,None,www.escobarte.com
Redon,"Somos una Agencia de Publicidad integrada con 10 años de presencia en el mercado, trabajamos con grandes marcas en campañas masivas y digitales de gran notoriedad en medios.El área de desarrollo de la agencia se encarga de la producción de sitios web corporativos, hotsites y landings de campañas y está bajo constantes desafíos creativos.",http://www.redon.cl
Simple Moviles SPA,None,http://www.Simplemoviles.com
Consultora PsicoLab Tech,"Recorrido.cl es la empresa que está revolucionando la forma en que operan y comercializan las compañías de buses tanto de Chile, Perú y Argentina. Pero no se quedan solo ahí: como un aliado estratégico, su misión es ayudar a transformar digitalmente el rubro de los buses interurbanos en Latinoamérica.Con inversionistas chilenos y alemanes de alto nivel, la empresa nace en 2014 ante la necesidad que vieron sus fundadores de promover y llevar la experiencia al cliente a un nuevo nivel en este rubro: tanto para el usuario o cliente final en la accesibilidad, cotización y compra digital de pasajes de bus, como también con las compañías de buses, apoyándolas en todo el proceso de transformación digital desde una mirada estratégica para el negocio.Actualmente la plataforma cuenta con más 7 millones de usuarios, encontrándose en un proceso de crecimiento muy potente.Es en este contexto, que nos encontramos en búsqueda de un nuevo Senior Full Stack RoR Developer.",https://www.psicolabtech.cl/
Deneb Consultores,"Nos encontramos en la búsqueda de un Desarrollador full stack para nuestro equipo de TI ubicado en Santiago Centro, el cual se integre en proyecto de creación e implementación de sistema de apoyo para una nueva línea de negocio de Grupo Cygnus, organización dedicada a la gestión de equipos colaborativos desde una cultura que pone al centro a las personas, entregando servicios de subcontratación, servicios transitorios, reclutamiento y selección de personas.Con disponibilidad para trabajar de manera conjunta con el cliente. Con conocimientos en .Net, C#, Angular, SQL Server, Manejo API REST, Boostrap, Uso GIT, y desarrollo Ágil Framework Scrum.",https://www.cygnus.cl/
Tigabytes,None,http://www.tigabytes.com
Logicsoft,None,http://www.logicsoft.cl
VLR Group,None,http://vlrgrouppromotions.com@gmail.com
Rhiscom,"Rhiscom, como empresa especialista en servicios para la industria Retail en Latino América, desarrollando presencia internacional para estar más cerca de las expectativas de nuestros clientes y entender mejor sus necesidades, en nuestra misión de servir a la industria Retail iberoamericana con soluciones de alta calidad para los puntos de servicio de nuestros Clientes, construimos ATaaS Automated Testing as a Service®, herramienta que permite ejecutar en forma automática y regresiva el testing funcional y no funcional de sus aplicaciones.Utilizamos Robots de pruebas para sistemas de punto de venta (POS) conformados por hardware y software que permite automatizar el proceso de pruebas de aplicaciones POS a través de una modalidad de servicio . El sistema aprende de la operación en el POS, basado en los planes y casos de prueba ejecutados. Nuestros robots están construidos en Chile y operamos actualmente en Chile, Colombia, Estados Unidos, Costa Rica y México. ",http://www.rhiscom.com/
Wolf SpA,Wolf is looking for a Ruby developer with experience in AWS Infrastructure & Serverless capabilities to join our growing team as our platform scales and we develop new features and capabilities to support our customers’ and the industry’s changing needs.What is Wolf?Wolf is revolutionizing the world of work. Wolf enables entrepreneurs and staffing companies to launch their own labor marketplace in a matter of hours. Hundreds of thousands of people across the world are currently using Wolf backed marketplaces to find work and get paid every day. Companies rely on Wolf’s marketplaces to hire great talent. ,https://www.fromwolf.com
FounderList,"Founderlist es una plataforma de inversiones en startups latinoamericanas de alto impacto. A través de nuestra plataforma, startups de cualquier país de Latinoamérica podrá aplicar y ser seleccionada para iniciar una ronda de inversión por destacados ángeles, fondos de Venture Capital y Family Office. Actualmente contamos con:a. 1 Exit. Una startup de nuestro portafolio fue adquirida.b. 16 inversiones c. 600+ Inversionistasd. 4000+ Startupse. 20000+ Emprendedores",http://founderlist.la/
eSponsor,"En eSponsor estamos desarrollando la forma sencilla para que creativos de Latinoamérica puedan financiar su trabajo a través de sus seguidores y comunidad.Si quieres saber más de la industria ""Creator economy"", integrarte a un equipo ágil, buena onda y trabajando en temas de creatividad, esta es tu oportunidad.Como desarrolladora full-stack trabajarás en un equipo pequeño y enfocado, junto con el CTO y tres desarrolladores full-stack más, lo que te permitirá ver tu impacto en el producto directamente.",https://esponsor.gg/
Workia,"Workia es una organización de tecnología y servicios para el mundo organizacional. La compañía propone un enfoque de vanguardia, basado en productos y servicios de clase mundial, a costos competitivos y creados con tecnología de última generación; una gestión probada y garantizada por operaciones en toda América Latina. HCWork : Nuestro sistema de Gestión integral de RR.HH., con acceso 100% cloud y mobile, que te permitirá lograr una gestión ágil y potente: liquidar tu nómina en minutos, gestionar el desempeño de tus colaboradores, armar planes de desarrollo y medir el clima laboral, entre otros. Nuestra misión: TRANSFORMAR LA FORMA DE GESTIONAR EL MUNDO DIGITAL DE RECURSOS HUMANOS.",https://www.workiasolutions.com/
Fire Bee Techno Services Pvt Ltd,None,https://firebeetechnoservices.com/
Reach,None,http://www.reach.cl
Viviré,"Viviré es una agencia de marketing principalmente enfocada en mercadeo digital para marcas líderes. Con oficinas en Puerto Rico, la agencia sirve clientes en diferentes industrias pero principalmente está enfocada en productos de consumo. Sus servicios incluyen publicidad digital, estrategia y manejo de redes sociales y desarrollos tecnológicos.",http://www.vivire.com
eTrans,"Somos eTrans, nos especializamos en el desarrollo y venta de servicios especializados para el transporte público y el transporte privado. eTrans ofrece servicios de gestión de flota a operadores de transporte.Realmente creemos que la innovación y la mejora continua son clave para transformar la movilidad en las ciudades modernas. Nuestro objetivo principal es ayudar a los operadores de transporte público y agencias de tránsito en todo el mundo a ofrecer un mejor nivel de servicio a sus usuarios, reducir costos y operar de manera eficiente.Tenemos dos principales productos, por un lado tenemos busAssist que es nuestra plataforma de gestión de flotas para el transporte público urbano. Por otro lado coPiloto es nuestra plataforma de telemetría que busca ayudar a nuestros clientes a detectar oportunidades de mejora en su operación y sugerir acciones.",http://etrans.cl/
Financia en Línea,None,http://www.financiaenlinea.cl
Engaus,None,https://www.linkedin.com/company-beta/10590475/
Stream Cast,None,https://streamcast.in/
Datcapital,"Tenemos sistemas para todos los procesos de las constructoras e inmobiliarias, desde las recepción y entrega de viviendas. Post ventas, administración de edificios. Soluciones para gestionar cobros mensuales de forma automática. A través nuestro sistema las empresas pueden asociar cobros a sus clientes y administrar toda su cartera, en distintos tipos de divisas.",http://datcapital.cl/
Multiwireless,Multiwireless es una empresa dedicada a entregar soluciones integrales para la gestión de activos y monitoreo en tiempo real. Hemos desarrollado una serie de soluciones tecnológicas que tienen como objetivo proveer los servicios de:Telemetría + GPS en una plataforma de clase mundialAhorro de combustibleMonitoreo de activos en líneaY otras soluciones relacionadas a hardware,http://www.multiwireless.cl
AmberAds,None,http://www.amberads.com
DESAFIO LATAM,"Academia Desafío Latam es una academia de educación de entrenamiento intensivo en áreas de programación y tecnología que viene a revolucionar el mundo de educación con misión entregar los talentos digitales que nuestra región necesita (Latinoamérica).Estamos motivados por formar a los profesionales que se necesitan en tecnologías y con ello poder cambiar vidas.El foco de la academia es romper el paradigma actual de la educación de programas de estudios largos y anticuados, esto por programas al día en términos de tecnología, acordes con necesidades del mercado y que enseñen de manera práctica. Esto además usando metodologías de educación centradas en alumnos que apuntan al aprendizaje personalizado y generación de competencias.",http://desafiolatam.com/
Carsales.com,"Carsales.com Ltd es el mayor negocio online de anuncios clasificados en Australia. Con un equipo creciente de más de 1800 personas apasionadas por las TI en todo el mundo.Carsales.com Ltd (www.carsales.com.au) es una empresa australiana con presencia en Chile, Argentina, Brasil, México entre otros; hoy es la plataforma #1 de compra y venta de vehículos nuevos y usados, además de motos, maquinaria de construcción, lanchas, camiones y más.Ve nuestro último video para conocer más de nosotros y nuestra cultura https://youtu.be/D-j2EU0t6d0 & https://youtu.be/6RNjD0hTCqY ",http://www.carsales.com
R5,"Somos una fintech que ofrece seguros y créditos online, con el propósito de mejorar la salud financiera de nuestros clientes. Nuestro producto estrella es el SOAT digital. Fuimos los primeros en venderlo online y tenemos más de 500.000 clientes. Nuestro 2do producto es un crédito que aprovecha al carro como garantía para bajar las tasas de interés. Es el que más rápido está creciendo, este año nuestro objetivo es crecer 10 veces nuestras ventas de crédito y el próximo año es expandirnos a la ciudad de México.",https://www.grupor5.com
Asimov Consultores,"En Asimov Consultores®, somos un equipo multidisciplinario de profesionales dedicados a solucionar problemas operacionales y estratégicos complejos con la implementación de tecnología. Nuestros clientes son instituciones públicas y privadas, nacionales e internacionales. Buscamos la innovación entregando soluciones con victorias tempranas, tecnología ad-hoc y orientadas a una experiencia enriquecedora para el cliente.Algunos de nuestros clientes son: LATAM, Grupo GTD, Servicio de Impuestos Internos (SII), Ministerio de Hacienda, Comisión Nacional de Energía, Universidad Católica, entre otros.Puedes ver un poco mas de nuestros proyectos aquí",http://www.asimov.cl
DRIMKIP,"La empresa tiene 3 años en el mercado, actualmente sus canales de venta son Drimkip.cl Paris, Homy tanto en e-commerce como en mas de 10 tiendas físicas a lo largo del país, experimentamos un gran crecimiento el 2018 y estamos buscando lograr una consolidación de la empresa este 2019 a nivel de equipo y en el mercado. ",https://www.drimkip.cl/
Devlabs SpA,None,https://devlabs.vc/es
Mas Analytics,None,http://www.masanalytics.com
Suma," Somos una empresa de desarrollo de software y marketing digital que atiende las necesidades creativas y tecnológicas de las más diversas empresas de Chile.Somos un equipo joven y unido que se esfuerza por cultivar un entorno de meritocracia. Nuestra gente es buena onda ¡y el ambiente es único en Chile! Creemos que pedir disculpas es mejor que pedir permiso.Trabajamos harto, pero también nos reímos, hacemos asados y compartimos cervezas. Nos encanta la gente creativa, apasionada y con convicciones. Ah, y no creemos en la combinación camisa-pantalón-zapatos, nos vestimos como nos gusta.Somos una Pyme sólida, con 10 años de vida, con una cartera de clientes sumamente variada y que ha enfrentado los desafíos más interesantes que la industria haya visto.",http://www.suma.cl
Multivende,"Multivende está cambiando la forma en cómo trabajan los ecommerce. Apoyamos diariamente a + 300 empresas que logran manejar el inventario, despacho, publicaciones y órdenes a través de nuestra plataforma que integra Mercado Libre, PedidosYa, Linio, Dafiti, Ripley, Falabella, Paris, Magento, VTEX, Shopify, Woocommerce y PrestashopLo hemos logrado con el trabajo en equipo de 30 personas de distintas nacionalidades, habilidades y herramientas que hacen el producto totalmente completo y escalado en el tiempo. Nos definimos como una Startup que se enfoca en la inversión tecnológica y nos preocupamos de la calidad de lo que desarrollamos tanto por dentro como por fuera. Multivende está construido en Node y Angular con MySQL. Usamos muuuucho AWS (eks, rds, route 53, Elasticache, Elasticsearch, etc.) y siempre estamos haciendo mejoras y nuevas implementaciones.",http://www.multivende.com
4r Soluciones S.R.L,"Reseña de la empresa: 4r Soluciones es una empresa que desarrolla software a medida, con foco en proyectos web y mobile y un equipo de 25 personas.Nuestra manera:Pensar antes de codear.Mentalidad de software hi-end y calidad de punta a punta.Rentabilidad en los proyectos para garantizar resultados óptimos.Como lo hacemos:Contar con los mejores talentos y con una alta especialización tecnológica.Generar un clima laboral que potencie el trabajo en equipo y las relaciones personales.Que garantizamos:Entregar un producto de calidad hecho con las tecnologías adecuadas.Minimizar los riesgos aplicando metodologías y procesos eficientes.Trabajar cronogramas viables que permitan el lanzamiento de productos de manera oportuna.Trayectoria en la industria.15 años en el mercado (May 2005 to 2019) 4.000 proyectos desarrollados en 6 países (Argentina, USA, España, México, Chile, Uruguay). Marketing, Social Apps, Salud, Educación, Gobierno y Deportes.",http://www.4rsoluciones.com
Estudio12,None,http://www.estudio12.com.ar/
ITD Chile,None,http://itdchile.cl
Duemint,"En Duemint somos una plataforma simple y efectiva que automatiza toda la cobranza de las Pymes. Nos mueve ayudar a las empresas a recibir su dinero a tiempo y a tener visibilidad financiera. ¡Únete al desafío de digitalizar a las pequeñas y medianas empresas de Chile y Latam!.Somos un equipo joven y entusiasta, te invitamos a sumarte a nuestro equipo en un ambiente entretenido y dinámico.",https://www.duemint.com
e-contact,None,www.e-contact.cl
APIUX Tecnologia SpA,None,http://www.api-ux.com
TawaStudio S.A.C.,None,http://www.tawastudio.com/
SKB Tarento,None,http://skbtarento.com/
Europa Press Chile Limitada,"Somos una agencia de marketing científico digital con una vasta experiencia en el rubro y con desarrollos en variadas áreas, tales como la comunicación digital, la divulgación científica y la educación médica.Editamos contenido científico con nuestro staff médico, el que entregamos en variados formatos, ya sea editorial, en eventos presenciales y en amplias herramientas digitales que desarrollamos con un especializado equipo. Con más de 40 años de experiencia, atendemos a toda la región Iberoamericana, con oficinas en Santiago, México DF, Bogotá, Buenos Aires, Madrid, Sao Paulo y Lisboa.Estamos certificados en Veeva e Iqvia, los que nos permite entregar un servicio integral desde el desarrollo del contenido, la carga y referenciación y el desarrollo del CRM de apoyo a la visita medica.",https://europapress.cl
Rocketpin,"Somos la plataforma de servicios de confianza N°1 de Latinoamérica con presencia en México, Argentina, Chile y Uruguay. La verdadera magia de Rocketpin ocurre cuando combinamos nuestra tremenda tecnología con una red de profesionales on-demand, siendo capaces de generar un match dinámico entre las solicitudes de nuestros clientes y el profesional más idóneo para ejecutar el trabajo incorporando experiencia, ubicación y disponibilidad. Trabajamos con las principales empresas del mundo Fintech, Insurtech y Proptech, entre ellas varios unicornios.Trabajamos remoto mucho antes de la pandemia y damos stock options a los cracks.",http://rocketpin.com
Whiz,"Whiz es una empresa dedicada al asesoramiento y ejecución de proyectos de transformación digital. Brindamos los siguientes servicios:Diseño y programación de páginas webs y tiendas onlineDiseño y programación de aplicaciones móviles multiplataformas híbridas y nativasDiseño y programación de plataformas de gestión internaDiseño e implementación de procesos para la puesta en marcha de proyectos (estimación de costos, demanda, inversión, retornos y viabilidad del mismo)Mailing masivo para promoción de productos y/o servicios, con análisis de impacto y tasa de aperturaCampañas de performance y conversión para plataformas digitalesCreación e implementación de campañas y estrategias digitalesImplementación de SEO y SEM",http://whiz.pe
TotalPack Ltda.,"En TotalPack, nos encontramos apostando fuertemente por la transformación de nuestros productos, construyendo soluciones basadas en nuevas tecnologías, para permitirles a nuestros clientes una nueva experiencia para ver las cosas.Además, contamos con un equipo multidisciplinario que en conjunto son quienes se encargan de potenciar los desarrollos para nuestros clientes.",http://www.totalpack.cl
Imprek,None,http://www.imprek.com.ar
LS Consultores,"Andes Internet ofrece, desde hace más de 5 años, soluciones de software para asesorías y empresas, optimizando los procesos de gestión educacional y laboral dándole a nuestros clientes herramientas eficaces y actualizadas. Nuestros clientes tienen la mejor solución del mercado con un soporte implicado en la mejora continua y en dar respuesta a sus necesidades. Nuestra misión es ayudar a las empresas a dar todas sus unidades de negocio un carácter competitivo, productivo y eficiente.Buscamos incorporar un full stack developer  a nuestro equipo de desarrollo. para que realice nuevas aplicaciones y mantenga aplicaciones existentes en un ambiente innovador pero con mucha interacción entre personas y empresas distintas, donde su principal desafío será crear aplicaciones rápidas y que soporten alto nivel tráfico.",http://www.lsconsultores.cl/
easycancha,Somos una empresa que nos dedicamos conectar a los deportistas con los clubes y llevamos más de 4 años en el mercado. Queremos potenciar nuestra plataforma mediante la contratación de personas motivadas con el deporte y la tecnología. Tenemos mucho por hacer y queremos estar en todo latinoamérica y el mundo. Nos enfrentamos a un enorme desafío y queremos a los mejores trabajando con nosotros.,https://www.easycancha.com
Mining TAG S.A.,"Somos una empresa de tecnología nacional joven, ágil y flexible de gran crecimiento y con visión innovadora.  Ganadora el 2021 de premio Fundación Carlos Vial Espantoso a las mejores prácticas laborales en pandemia, enfocada en bienestar, salud mental y seguridad. También en el TOP10 EFY– Employers for Youth 2020 a cuarta mejor empresa de tecnología para jóvenes profesionales de Chile, además ganadora del premio PYME Carlos Vial Espantoso 2015 a la excelencia en relaciones laborales y gestión enfocada en las personas y del Premio Nacional de Innovación 2016 en la categoría Minería y Metalurgia.Nuestro propósito es ser el aliado de nuestros clientes, mejorando sus condiciones laborales y resultados operativos, a través del desarrollo de soluciones tecnológicas.Llevamos 11 años implementando sistemas en las principales operaciones mineras de Chile y Perú. A través de estos sistemas, las compañías pueden generar datos precisos, que les permiten tomar mejores decisiones.",http://www.miningtag.cl/
Xelere,None,http://xelere.com/
Gladius,"Somos ControlProp, una startup del mundo de las PropTech y estamos en busqueda de un segundo desarrollador para el equipo.Somos un equipo pequeño, y que trabajamos de forma completamente remota. Confiamos en la autogestión y planificación de cada uno, por lo que nos guíamos por metas y no por un horario fijo.",http://gladius.cl
mejores practicas,None,http://www.mejores-practicas.com/
Getcom,None,http://www.getcom.com.co/
SumUp,"Small business owners are at the heart of all we do, so we're creating powerful, easy-to-use financial solutions to help them run their businesses. With a founder’s mentality and a 'team-first’ attitude, our diverse teams across Europe, South America and the United States work together to ensure that small business owners can be successful doing what they love. As part of our vision to become a truly global IT organisation, we have started to build out local, autonomous, cross-functional squads that can take an aspect of our product and perfect it from concept to execution with full autonomy. As a Software Engineer, you will be a part of our new squad in Chile, which means that you will have the freedom to experiment with new things and apply your ideas in our products.",https://sumup.com/
Sinapsis Innovation,None,http://www.sinapsis-innovation.com/
Revista AQP,None,http://www.revista-aqp.com/
Ventana Free,None,https://www.ventanafree.com/
Scotiabank Digital Factory,"En Scotiabank hemos creado la fábrica digital, nuestro nuevo centro de innovación, con el mejor talento local.Trabajamos con metodologías ágiles para re-imaginar la experiencia de nuestros clientes y, al ser una iniciativa global, tenemos el apoyo de un equipo multidisciplinario de talentosos líderes y profesionales de Canadá, México, Colombia, Chile y Perú.Para complementar nuestro equipo en Perú buscamos Back End Engineer Java con ganas de trabajar con distintas tecnologías y técnicas en desarrollo, con el objetivo de reimaginar y transformar por dentro la banca para brindar nuevas experiencias a nuestros clientes.",http://www.digitalfactory.scotiabank.com
Smart Talent IT,None,https://smartalentit.com/
PriceLab,None,http://www.pricelab.com.pe
Kriterio Ltda,None,http://www.kriterio.cl
Bufete Gomez,None,http://www.gomez.cr
NED,None,http://ned.cl
Teledx.Org,None,https://www.teledx.org
Inetum,"Somos Inetum, una compañía de servicios ágiles que proporciona soluciones digitales y un grupo global de tecnólogos que acompaña a sus clientes en el proceso de digitalización aprovechando al máximo el digital flow.Ofrecemos a nuestros clientes una combinación única de proximidad, organización sectorial y soluciones de calidad. Presente en más de 26 países, el Grupo tiene cerca de 27.000 colaboradores y apunta a continuar creciendo.¡En Inetum acompañamos a nuestros clientes y colaboradores en su camino al éxito!Si te gusta reinventarte y resolver problemas con nuevas estrategias, trabajar en proyectos de IT y de negocios: ¡Postula ahora!Actualmente nos encontramos en búsqueda de (1) Developer NodeJS para que se integren al equipo de uno de nuestros principales clientes.",http://inetum.world/es
